kog_sub_cat	kog_id	kog_id_desc
J	KOG2758	Translationinitiationfactor3subunite(eIF-3e)
C	KOG2759	VacuolarH+-ATPaseV1sectorsubunitH
U	KOG2760	VacuolarsortingproteinVPS36
I	KOG2761	STARTdomain-containingproteinsinvolvedinsteroidogenesis/phosphatidylcholinetransfer
G	KOG2762	Mannosyltransferase
I	KOG2763	Acyl-CoAthioesterase
RV	KOG2764	PutativetranscriptionalregulatorDJ-1
S	KOG2765	Predictedmembraneprotein
S	KOG2766	Predictedmembraneprotein
J	KOG2767	Translationinitiationfactor5(eIF-5)
J	KOG2768	Translationinitiationfactor2betasubunit(eIF-2beta)
A	KOG2769	Putativeu4/u6smallnuclearribonucleoprotein
E	KOG2770	Aminomethyltransferase
A	KOG2771	SubunitoftRNA-specificadenosine-34deaminase
G	KOG2772	Transaldolase
KU	KOG2773	Apoptosisantagonizingtranscriptionfactor/proteintransportprotein
R	KOG2774	NADdependentepimerase
R	KOG2775	Metallopeptidase
R	KOG2776	Metallopeptidase
A	KOG2777	tRNA-specificadenosinedeaminase1
O	KOG2778	UbiquitinC-terminalhydrolase
I	KOG2779	N-myristoyltransferase
A	KOG2780	RibosomebiogenesisproteinRPF1containsIMP4domain
A	KOG2781	U3smallnucleolarribonucleoprotein(snoRNP)component
R	KOG2782	PutativeSAMdependentmethyltransferases
J	KOG2783	Phenylalanyl-tRNAsynthetase
J	KOG2784	Phenylalanyl-tRNAsynthetasebetasubunit
R	KOG2785	C2H2-typeZn-fingerprotein
E	KOG2786	Putativeglutamate/ornithineacetyltransferase
V	KOG2787	LanthioninesynthetaseC-likeprotein1
G	KOG2788	Glycosyltransferase
R	KOG2789	PutativeZn-fingerprotein
HE	KOG2790	Phosphoserineaminotransferase
G	KOG2791	N-acetylglucosaminyltransferase
C	KOG2792	PutativecytochromeCoxidaseassemblyprotein
A	KOG2793	PutativeN2N2-dimethylguanosinetRNAmethyltransferase
H	KOG2794	Delta-aminolevulinicaciddehydratase
L	KOG2795	Catalyticsubunitofthemeioticdoublestrandbreaktransesterase
S	KOG2796	Uncharacterizedconservedprotein
E	KOG2797	Prephenatedehydratase
G	KOG2798	Putativetrehalase
C	KOG2799	Succinyl-CoAsynthetasebetasubunit
R	KOG2800	Conserveddevelopmentallyregulatedprotein
U	KOG2801	ProbableRab-GAPs
R	KOG2802	MembraneproteinHUEL(cationeffluxsuperfamily)
I	KOG2803	Cholinephosphatecytidylyltransferase/PredictedCDP-ethanolaminesynthase
I	KOG2804	Phosphorylcholinetransferase/cholinephosphatecytidylyltransferase
J	KOG2805	tRNA(5-methylaminomethyl-2-thiouridylate)-methyltransferase
G	KOG2806	Chitinase
KL	KOG2807	RNApolymeraseIItranscriptioninitiation/nucleotisubunitSSL1
A	KOG2808	U5snRNP-associatedRNAsplicingfactor
AD	KOG2809	Telomeraseelongationinhibitor/RNAmaturationproteinPINX1
DL	KOG2810	Checkpoint35673complexRAD9component
S	KOG2811	Uncharacterizedconservedprotein
S	KOG2812	Uncharacterizedconservedprotein
O	KOG2813	PredictedmolecularchaperonecontainsDnaJdomain
K	KOG2814	TranscriptioncoactivatorcomplexP50component(LigTRNAligase/phosphodiesterasefamily)
J	KOG2815	Mitochondrial/choloroplastribosomalproteinS15
R	KOG2816	PredictedtransporterADD1(majorfacilitatorsuperfamily)
O	KOG2817	PredictedE3ubiquitinligase
I	KOG2818	Predictedundecaprenyldiphosphatesynthase
S	KOG2819	Uncharacterizedconservedprotein
R	KOG2820	FAD-dependentoxidoreductase
K	KOG2821	RNApolymeraseIItranscriptionelongationfactorEsubunitelonginA
I	KOG2822	Sphingoidbase-phosphatephosphatase
R	KOG2823	Cellularprotein(gliomatumorsuppressorcandidateregiongene2)
O	KOG2824	Glutaredoxin-relatedprotein
P	KOG2825	Putativearsenite-translocatingATPase
Z	KOG2826	Actin-relatedproteinArp2/3complexsubunitARPC2
S	KOG2827	Uncharacterizedconservedprotein
C	KOG2828	Acetyl-CoAhydrolase
K	KOG2829	E2F-likeprotein
T	KOG2830	Proteinphosphatase2A-associatedprotein
E	KOG2831	ATPphosphoribosyltransferase
K	KOG2832	TFIIF-interactingCTDphosphataseincludingNLI-interactingfactor(involvedinRNApolymeraseIIregulation)
I	KOG2833	Mevalonatepyrophosphatedecarboxylase
YU	KOG2834	NuclearporecomplexrNpl4component(scNpl4)
F	KOG2835	Phosphoribosylamidoimidazole-succinocarboxamidesynthase
T	KOG2836	ProteintyrosinephosphataseIVA1
A	KOG2837	ProteincontainingaU1-typeZn-fingerandimplicatedinRNAsplicingorprocessing
R	KOG2838	UncharacterizedconservedproteincontainsBTB/POZdomain
T	KOG2839	Diadenosineanddiphosphoinositolpolyphosphatephosphohydrolase
R	KOG2840	UncharacterizedconservedproteinwithsimilaritytopredictedATPaseofthePP-loopsuperfamily
L	KOG2841	Structure-specificendonucleaseERCC1-XPFERCC1component
Z	KOG2842	Interferon-relatedproteinPC4like
G	KOG2843	Fumarylacetoacetase
E	KOG2844	Dimethylglycinedehydrogenaseprecursor
K	KOG2845	Activatingsignalcointegrator1
S	KOG2846	Predictedmembraneprotein
I	KOG2847	Phosphateacyltransferase
I	KOG2848	1-acyl-sn-glycerol-3-phosphateacyltransferase
R	KOG2849	Placentalprotein11
R	KOG2850	Predictedpeptidoglycan-bindingproteincontainsLysMdomain
L	KOG2851	Eukaryotic-typeDNAprimasecatalytic(small)subunit
R	KOG2852	Possibleoxidoreductase
R	KOG2853	Possibleoxidoreductase
G	KOG2854	PossiblepfkBfamilycarbohydratekinase
G	KOG2855	Ribokinase
TUZ	KOG2856	AdaptorproteinPACSIN
K	KOG2857	PredictedMYNDZn-fingerprotein/hormonereceptorinteractor
R	KOG2858	Uncharacterizedconservedprotein
L	KOG2859	DNArepairproteinmemberoftherecA/RAD51family
T	KOG2860	UncharacterizedconservedproteincontainsTraBdomain
S	KOG2861	Uncharacterizedconservedprotein
R	KOG2862	Alanine-glyoxylateaminotransferaseAGT1
A	KOG2863	RNAlariatdebranchingenzyme
D	KOG2864	NucleardivisionRFT1protein
C	KOG2865	NADH:ubiquinoneoxidoreductaseNDUFA9/39kDasubunit
S	KOG2866	Uncharacterizedconservedprotein
DT	KOG2867	Phosphotyrosylphosphataseactivator
KA	KOG2868	DecappingenzymecomplexcomponentDCP1
J	KOG2869	MeioticcelldivisionproteinPelota/DOM34
C	KOG2870	NADH:ubiquinoneoxidoreductaseNDUFS2/49kDasubunit
S	KOG2871	Uncharacterizedconservedprotein
H	KOG2872	Uroporphyrinogendecarboxylase
C	KOG2873	UbiquinolcytochromecreductaseassemblyproteinCBP3
JD	KOG2874	rRNAprocessingprotein
L	KOG2875	8-oxoguanineDNAglycosylase
H	KOG2876	Molybdenumcofactorbiosynthesispathwayprotein
I	KOG2877	sn-12-diacylglycerolethanolamine-andcholinephosphotranferases
R	KOG2878	Predictedkinase
O	KOG2879	PredictedE3ubiquitinligase
T	KOG2880	SMAD6interactingproteinAMSHcontainsJAB/MPN/Mov34domain
S	KOG2881	Predictedmembraneprotein
P	KOG2882	p-Nitrophenylphosphatase
S	KOG2883	NIPSNAP1protein
O	KOG2884	26SproteasomeregulatorycomplexsubunitRPN10/PSMD4
S	KOG2885	Uncharacterizedconservedprotein
S	KOG2886	Uncharacterizedconservedprotein
U	KOG2887	MembraneproteininvolvedinERtoGolgitransport
R	KOG2888	PutativeRNAbindingprotein
S	KOG2889	PredictedPRP38-likesplicingfactor
S	KOG2890	Predictedmembraneprotein
R	KOG2891	Surfaceglycoprotein
H	KOG2892	Porphobilinogendeaminase
R	KOG2893	Znfingerprotein
S	KOG2894	UncharacterizedconservedproteinXAP-5
S	KOG2895	Uncharacterizedconservedprotein
R	KOG2896	UVradiationresistanceassociatedprotein
R	KOG2897	DNA-bindingproteinYL1andrelatedproteins
I	KOG2898	PredictedphosphateacyltransferasecontainsPlsCdomain
R	KOG2899	Predictedmethyltransferase
H	KOG2900	Biotinsynthase
S	KOG2901	Uncharacterizedconservedprotein
F	KOG2902	Dihydroorotase
O	KOG2903	PredictedglutathioneS-transferase
R	KOG2904	Predictedmethyltransferase
K	KOG2905	TranscriptioninitiationfactorIIFsmallsubunit(RAP30)
K	KOG2906	RNApolymeraseIIIsubunitC11
K	KOG2907	RNApolymeraseItranscriptionfactorTFIISsubunitA12.2/RPA12
O	KOG2908	26SproteasomeregulatorycomplexsubunitRPN9/PSMD13
C	KOG2909	VacuolarH+-ATPaseV1sectorsubunitC
R	KOG2910	Uncharacterizedconservedproteinpredictedtobeinvolvedinproteinsorting
S	KOG2911	Uncharacterizedconservedprotein
S	KOG2912	PredictedDNAmethylase
S	KOG2913	Predictedmembraneprotein
R	KOG2914	Predictedhaloacid-halidohydrolaseandrelatedhydrolases
J	KOG2915	tRNA(1-methyladenosine)methyltransferasesubunitGCD14
J	KOG2916	Translationinitiationfactor2alphasubunit(eIF-2alpha)
J	KOG2917	Predictedexosomesubunit
O	KOG2918	Carboxymethyltransferase
R	KOG2919	Guaninenucleotide-bindingprotein
R	KOG2920	Predictedmethyltransferase
O	KOG2921	Intramembranemetalloprotease(sterol-regulatoryelement-bindingprotein(SREBP)protease)
S	KOG2922	Uncharacterizedconservedprotein
S	KOG2923	Uncharacterizedconservedprotein
O	KOG2924	Deoxyhypusinesynthase
J	KOG2925	PredictedtranslationinitiationfactorrelatedtoeIF-1A
I	KOG2926	Malonyl-CoA:ACPtransacylase
U	KOG2927	MembranecomponentofERproteintranslocationcomplex
L	KOG2928	Originrecognitioncomplexsubunit2
K	KOG2929	TranscriptionfactorcomponentofCCR4transcriptionalcomplex
O	KOG2930	SCFubiquitinligaseRbx1component
S	KOG2931	Differentiation-relatedgene1protein(NDR1proteirelatedproteins
O	KOG2932	E3ubiquitinligaseinvolvedinubiquitinationofE-cadherincomplex
S	KOG2933	Uncharacterizedconservedprotein
R	KOG2934	UncharacterizedconservedproteincontainsJosephindomain
R	KOG2935	Ataxin3/Josephin
S	KOG2936	Uncharacterizedconservedprotein
A	KOG2937	DecappingenzymecomplexpredictedpyrophosphataseDCP2
F	KOG2938	Predictedinosine-uridinepreferringnucleosidehydrolase
S	KOG2939	Uncharacterizedconservedprotein
R	KOG2940	Predictedmethyltransferase
O	KOG2941	Beta-14-mannosyltransferase
S	KOG2942	Uncharacterizedconservedprotein
G	KOG2943	Predictedglyoxalase
G	KOG2944	Glyoxalase
R	KOG2945	PredictedRNA-bindingprotein
S	KOG2946	Uncharacterizedconservedprotein
G	KOG2947	Carbohydratekinase
R	KOG2948	Predictedmetal-bindingprotein
H	KOG2949	Ketopantoatehydroxymethyltransferase
R	KOG2950	Uncharacterizedproteininvolvedinprotein-proteincontainspolyproline-bindingGYFdomain
G	KOG2951	Inositolmonophosphatase
DKT	KOG2952	Cellcyclecontrolprotein
A	KOG2953	mRNA-bindingproteinEncore
R	KOG2954	Mitochondrialcarrierprotein
S	KOG2955	Uncharacterizedconservedprotein
R	KOG2956	CLIP-associatingprotein
C	KOG2957	VacuolarH+-ATPaseV0sectorsubunitd
C	KOG2958	Galactose-1-phosphateuridylyltransferase
K	KOG2959	Transcriptionalregulator
R	KOG2960	ProteininvolvedinthiaminebiosynthesisandDNAdamagetolerance
R	KOG2961	Predictedhydrolase(HADsuperfamily)
R	KOG2962	Prohibitin-relatedmembraneproteasesubunits
J	KOG2963	RNA-bindingproteinrequiredfor60Sribosomalsubunitbiogenesis
E	KOG2964	Arginasefamilyprotein
E	KOG2965	Arginase
R	KOG2966	Uncharacterizedconservedprotein
S	KOG2967	Uncharacterizedconservedprotein
R	KOG2968	Predictedesteraseofthealpha-betahydrolasesupecontainscAMP-bindingdomains
S	KOG2969	Uncharacterizedconservedprotein
S	KOG2970	Predictedmembraneprotein
J	KOG2971	RNA-bindingproteinrequiredforbiogenesisoftheribosomal60Ssubunit
S	KOG2972	Uncharacterizedconservedprotein
S	KOG2973	Uncharacterizedconservedprotein
S	KOG2974	Uncharacterizedconservedprotein
J	KOG2975	Translationinitiationfactor3subunitf(eIF-3f)
O	KOG2976	Proteininvolvedinautophagyandnutrientstarvation
R	KOG2977	Glycosyltransferase
R	KOG2978	Dolichol-phosphatemannosyltransferase
R	KOG2979	ProteininvolvedinDNArepair
T	KOG2980	Integralmembraneproteaseoftherhomboidfamilyinvolvedindifferentformsofregulatedintramembraneproteolysis
R	KOG2981	Proteininvolvedinautophagocytosisduringstarvation
S	KOG2982	Uncharacterizedconservedprotein
S	KOG2983	Uncharacterizedconservedprotein
R	KOG2984	Predictedhydrolase
S	KOG2985	Uncharacterizedconservedprotein
S	KOG2986	Uncharacterizedconservedprotein
I	KOG2987	Fattyaciddesaturase
J	KOG2988	60SribosomalproteinL30
S	KOG2989	Uncharacterizedconservedprotein
S	KOG2990	C2C2-typeZn-fingerprotein
A	KOG2991	Splicingregulator
Y	KOG2992	NucleolarGTPase/ATPasep130
U	KOG2993	Cytoplasmtovacuoletargetingprotein
L	KOG2994	UracilDNAglycosylase
S	KOG2995	FOG:SH3domain
T	KOG2996	RhoguaninenucleotideexchangefactorVAV3
R	KOG2997	F-boxproteinFBX9
S	KOG2998	Uncharacterizedconservedprotein
T	KOG2999	RegulatorofRac1requiredforphagocytosisandcellmigration
DZ	KOG3000	Microtubule-bindingproteininvolvedincellcyclecontrol
BK	KOG3001	Dosagecompensationregulatorycomplex/histoneacetsubunitMandrelatedCHROMOdomain-containingproteins
R	KOG3002	Znfingerprotein
O	KOG3003	MolecularchaperoneoftheGrpEfamily
D	KOG3004	Meioticchromosomesegregationprotein
R	KOG3005	GIY-YIGtypenuclease
I	KOG3006	Transthyretinandrelatedproteins
E	KOG3007	Mu-crystallin
F	KOG3008	Quinolinatephosphoribosyltransferase
R	KOG3009	PredictedcarbohydratekinasecontainsPfkBdomain
R	KOG3010	Methyltransferase
O	KOG3011	Ubiquitin-conjugatingenzyme
S	KOG3012	Uncharacterizedconservedprotein
A	KOG3013	Exosomal3'-5'exoribonucleasecomplexsubunitRrp4
L	KOG3014	ProteininvolvedinestablishingcohesionbetweensisterchromatidsduringDNAreplication
C	KOG3015	F1-ATPsynthaseassemblyprotein
I	KOG3016	Acyl-CoAthioesterase
S	KOG3017	Defense-relatedproteincontainingSCPdomain
G	KOG3018	Malonyl-CoAdecarboxylase
F	KOG3019	Predictednucleoside-diphosphatesugarepimerase
L	KOG3020	TatD-relatedDNase
R	KOG3021	Predictedkinase
D	KOG3022	PredictedATPasenucleotide-binding
E	KOG3023	Glutamate-cysteineligaseregulatorysubunit
S	KOG3024	Uncharacterizedconservedprotein
C	KOG3025	MitochondrialF1F0-ATPsynthasesubunitc/ATP9/proteolipid
A	KOG3026	SplicingfactorSPF30
MU	KOG3027	MitochondrialoutermembraneproteinMetaxin2Metaxin1-bindingprotein
U	KOG3028	TranslocaseofoutermitochondrialmembranecomplexsubunitTOM37/Metaxin1
R	KOG3029	GlutathioneS-transferase-relatedprotein
I	KOG3030	LipidphosphatephosphataseandrelatedenzymesofthePAP2family
J	KOG3031	Proteinrequiredforbiogenesisoftheribosomal60Ssubunit
S	KOG3032	Uncharacterizedconservedprotein
R	KOG3033	PredictedPhzC/PhzF-typeepimerase
R	KOG3034	Isoamylacetate-hydrolyzingesteraseandrelatedenzymes
I	KOG3035	Isoamylacetate-hydrolyzingesterase
R	KOG3036	Proteininvolvedincelldifferentiation/sexualdevelopment
R	KOG3037	Cellmembraneglycoprotein
R	KOG3038	HistoneacetyltransferaseSAGAassociatedfactorSGF29
S	KOG3039	Uncharacterizedconservedprotein
R	KOG3040	Predictedsugarphosphatase(HADsuperfamily)
L	KOG3041	Nucleosidediphosphate-sugarhydrolaseoftheMutT(NUDIX)family
H	KOG3042	Panthothenatesynthetase
R	KOG3043	Predictedhydrolaserelatedtodienelactonehydrolase
S	KOG3044	Uncharacterizedconservedprotein
A	KOG3045	PredictedRNAmethylaseinvolvedinrRNAprocessing
K	KOG3046	TranscriptionfactorsubunitofSRBsubcomplexofRNApolymeraseII
K	KOG3047	PredictedtranscriptionalregulatorUXT
O	KOG3048	MolecularchaperonePrefoldinsubunit5
C	KOG3049	SuccinatedehydrogenaseFe-Sproteinsubunit
OT	KOG3050	COP9signalosomesubunitCSN6
J	KOG3051	RNAbinding/translationalregulationproteinoftheSUA5family
C	KOG3052	Cytochromec1
S	KOG3053	Uncharacterizedconservedprotein
S	KOG3054	Uncharacterizedconservedprotein
E	KOG3055	Phosphoribosylformimino-5-aminoimidazolecarboxamideribonucleotide(ProFAR)isomerase
D	KOG3056	ProteinrequiredforS-phaseinitiationorcompletion
C	KOG3057	CytochromecoxidasesubunitVIb/COX12
S	KOG3058	Uncharacterizedconservedprotein
I	KOG3059	N-acetylglucosaminyltransferasecomplexsubunitPrequiredforphosphatidylinositolbiosynthesis
S	KOG3060	Uncharacterizedconservedprotein
O	KOG3061	Proteasomematurationfactor
R	KOG3062	RNApolymeraseIIelongatorassociatedprotein
U	KOG3063	MembranecoatcomplexRetromersubunitVPS26
A	KOG3064	RNA-bindingnuclearprotein(MAK16)containingadistinctC4Zn-finger
U	KOG3065	SNAP-25(synaptosome-associatedprotein)componentofSNAREcomplex
R	KOG3066	Translin-associatedproteinX
R	KOG3067	Translinfamilyprotein
A	KOG3068	mRNAsplicingfactor
L	KOG3069	PeroxisomalNUDIXhydrolase
J	KOG3070	PredictedRNA-bindingproteincontainingPINdomainandinvovledintranslationorRNAprocessing
I	KOG3071	Fattyacyl-CoAelongase/Polyunsaturatedfattyacidspecificelongationenzyme
I	KOG3072	Longchainfattyacidelongase
J	KOG3073	Proteinrequiredfor18SrRNAmaturationand40Sribosomebiogenesis
K	KOG3074	TranscriptionalregulatorofthePURfamilysingle-stranded-DNA-binding
G	KOG3075	Ribose5-phosphateisomerase
G	KOG3076	5'-phosphoribosylglycinamideformyltransferase
S	KOG3077	Uncharacterizedconservedprotein
F	KOG3078	Adenylatekinase
F	KOG3079	Uridylatekinase/adenylatekinase
A	KOG3080	Nucleolarprotein-like/EBNA1-bindingprotein
U	KOG3081	VesiclecoatcomplexCOPIepsilonsubunit
J	KOG3082	Methionyl-tRNAformyltransferase
O	KOG3083	Prohibitin
L	KOG3084	NADHpyrophosphataseIoftheNudixfamilyofhydrolases
R	KOG3085	Predictedhydrolase(HADsuperfamily)
R	KOG3086	Predicteddioxygenase
R	KOG3087	Serine/threonineproteinkinase
U	KOG3088	Secretorycarriermembraneprotein
R	KOG3089	PredictedDEAD-box-containinghelicase
O	KOG3090	Prohibitin-likeprotein
YU	KOG3091	Nuclearporecomplexp54component(scNup57)
TDK	KOG3092	CaseinkinaseIIbetasubunit
H	KOG3093	5-formyltetrahydrofolatecyclo-ligase
S	KOG3094	Predictedmembraneprotein
K	KOG3095	TranscriptioninitiationfactorIIEbetasubunit
S	KOG3096	Spliceosome-associatedcoiled-coilprotein
S	KOG3097	Predictedmembraneprotein
S	KOG3098	Uncharacterizedconservedprotein
F	KOG3099	Bisphosphate3'-nucleotidaseBPNT1/Inositolpolyphosphate1-phosphatase
S	KOG3100	Uncharacterizedconservedprotein
R	KOG3101	EsteraseD
S	KOG3102	Uncharacterizedconservedprotein
U	KOG3103	RabGTPaseinteractingfactorGolgimembraneprotein
K	KOG3104	Mod5proteinsorting/negativeeffectorofRNAPolIIIsynthesis
BD	KOG3105	DNA-bindingcentromereproteinB(CENP-B)
U	KOG3106	ERlumenproteinretainingreceptor
R	KOG3107	Predictedhaloaciddehalogenase-likehydrolase(eyesabsent)
L	KOG3108	Single-strandedDNA-bindingreplicationproteinA(medium(30kD)subunit
R	KOG3109	Haloaciddehalogenase-likehydrolase
H	KOG3110	Riboflavinkinase
G	KOG3111	D-ribulose-5-phosphate3-epimerase
S	KOG3112	Uncharacterizedconservedprotein
S	KOG3113	Uncharacterizedconservedprotein
S	KOG3114	Uncharacterizedconservedprotein
R	KOG3115	Methyltransferase-likeprotein
R	KOG3116	PredictedC3H1-typeZn-fingerprotein
A	KOG3117	ProteininvolvedinrRNAprocessing
B	KOG3118	DisrupterofsilencingSAS10
K	KOG3119	Basicregionleucinezippertranscriptionfactor
R	KOG3120	Predictedhaloaciddehalogenase-likehydrolase
Z	KOG3121	Dynactinsubunitp25
K	KOG3122	DNA-directedRNApolymeraseIIIsubunit
J	KOG3123	Diphthinesynthase
E	KOG3124	Pyrroline-5-carboxylatereductase
F	KOG3125	Thymidinekinase
P	KOG3126	Porin/voltage-dependentanion-selectivechannelprotein
F	KOG3127	Deoxycytidylatedeaminase
S	KOG3128	Uncharacterizedconservedprotein
O	KOG3129	26SproteasomeregulatorycomplexsubunitPSMD9
S	KOG3130	Uncharacterizedconservedprotein
S	KOG3131	Uncharacterizedconservedprotein
A	KOG3132	m3G-cap-specificnuclearimportreceptor(Snurportin1)
U	KOG3133	40kDafarnesylatedproteinassociatedwithperoxisomes
S	KOG3134	Predictedmembraneprotein
R	KOG3135	"14-benzoquinonereductase-like;Trprepressorbindingprotein-like/protoplast-secretedprotein"
S	KOG3136	Uncharacterizedconservedprotein
J	KOG3137	Peptidedeformylase
R	KOG3138	PredictedN-acetyltransferase
R	KOG3139	N-acetyltransferase
S	KOG3140	Predictedmembraneprotein
J	KOG3141	Mitochondrial/chloroplastribosomalproteinL3
U	KOG3142	Prenylatedrabacceptor1
E	KOG3143	Imidazoleglycerol-phosphatedehydratase
MO	KOG3144	Ethanolamine-P-transferaseGPI11/PIG-Finvolvedinglycosylphosphatidylinositolanchorbiosynthesis
E	KOG3145	CystinetransporterCystinosin
I	KOG3146	Dolichylpyrophosphatephosphataseandrelatedacidphosphatases
G	KOG3147	6-phosphogluconolactonase-likeprotein
G	KOG3148	Glucosamine-6-phosphateisomerase
K	KOG3149	TranscriptioninitiationfactorIIFauxiliarysubunit
S	KOG3150	Uncharacterizedconservedprotein
O	KOG3151	26SproteasomeregulatorycomplexsubunitRPN12/PSMD8
K	KOG3152	TBP-bindingproteinactivatorofbasaltranscription(containsrrmmotif)
H	KOG3153	Thiaminepyrophosphokinase
S	KOG3154	Uncharacterizedconservedprotein
Z	KOG3155	Actin-relatedproteinArp2/3complexsubunitARPC3
S	KOG3156	Uncharacterizedmembraneprotein
R	KOG3157	Prolinesynthetaseco-transcribedprotein
O	KOG3158	HSP90co-chaperonep23
H	KOG3159	Lipoate-proteinligaseA
O	KOG3160	Gamma-interferoninduciblelysosomalthiolreductase
O	KOG3161	PredictedE3ubiquitinligase
J	KOG3162	Mitochondrial/chloroplastribosomalproteinS18
R	KOG3163	UncharacterizedconservedproteinrelatedtoribosomalproteinS8E
R	KOG3164	UncharacterizedproteinsofPilTN-term./Vapcsuperfamily
R	KOG3165	Predictednucleic-acid-bindingproteincontainsPINdomain
J	KOG3166	60SribosomalproteinL7A
A	KOG3167	BoxH/ACAsnoRNPcomponentinvolvedinribosomalRNApseudouridinylation
K	KOG3168	U1snRNPcomponent
K	KOG3169	RNApolymeraseIItranscriptionalregulationmediator
T	KOG3170	Conservedphosducin-likeprotein
T	KOG3171	Conservedphosducin-likeprotein
A	KOG3172	SmallnuclearribonucleoproteinSmD3
R	KOG3173	PredictedZn-fingerprotein
Z	KOG3174	F-actincappingproteinbetasubunit
R	KOG3175	Proteinphosphatase4regulatorysubunit2relatedprotein
L	KOG3176	Predictedalpha-helicalproteinpotentiallyinvolvedinreplication/repair
I	KOG3177	Oligoketidecyclase/lipidtransportprotein
R	KOG3178	Hydroxyindole-O-methyltransferaseandrelatedSAM-dependentmethyltransferases
F	KOG3179	Predictedglutaminesynthetase
C	KOG3180	Electrontransferflavoproteinbetasubunit
J	KOG3181	40SribosomalproteinS3
P	KOG3182	Predictedcationtransporter
R	KOG3183	PredictedZn-fingerprotein
J	KOG3184	60SribosomalproteinL7
J	KOG3185	Translationinitiationfactor6(eIF-6)
D	KOG3186	Mitoticspindlecheckpointprotein
R	KOG3187	Proteintyrosinephosphatase-likeproteinPTPLA(containsProinsteadofcatalyticArg)
S	KOG3188	Uncharacterizedconservedprotein
I	KOG3189	Phosphomannomutase
S	KOG3190	Uncharacterizedconservedprotein
J	KOG3191	PredictedN6-DNA-methyltransferase
O	KOG3192	MitochondrialJ-typechaperone
P	KOG3193	K+channelsubunit
DL	KOG3194	Checkpoint35673complexRAD1component
R	KOG3195	UncharacterizedmembraneproteinNPD008/CGI-148
C	KOG3196	NADH:ubiquinoneoxidoreductaseNDUFV2/24kDsubunit
R	KOG3197	PredictedhydrolasesofHDsuperfamily
U	KOG3198	SignalrecognitionparticlesubunitSrp19
H	KOG3199	Nicotinamidemononucleotideadenylyltransferase
S	KOG3200	Uncharacterizedconservedprotein
S	KOG3201	Uncharacterizedconservedprotein
U	KOG3202	SNAREproteinTLG1/Syntaxin6
J	KOG3203	Mitochondrial/chloroplastribosomalproteinL13
J	KOG3204	60SribosomalproteinL13a
T	KOG3205	RhoGDP-dissociationinhibitor
O	KOG3206	Alpha-tubulinfoldingcofactorB
O	KOG3207	Beta-tubulinfoldingcofactorE
U	KOG3208	SNAREproteinGS28
R	KOG3209	WWdomain-containingprotein
H	KOG3210	Imidazoleglycerol-phosphatesynthasesubunitH-like
R	KOG3211	PredictedendoplasmicreticulummembraneproteinLec35/MPDU1involvedinmonosaccharide-P-dolicholutilization
